Trip_ID,policyholder_id,vin,Start_Time,End_Time,Start_Location_Lat,Start_Location_Lon,Time_of_Day_Category,Duration_Min,Distance_Miles,Peak_High_Speed,Average_Speed,Peak_Low_Speed,Max_Speed_Limit_Exceeded,Sudden_Braking_Count,Rapid_Acceleration_Count,Harsh_Cornering_Count,Speeding_Incidents,Safety_Score,Braking_Index,Acceleration_Index,Trip_Risk_Level
4_109193_POL2011_1494744360_0002,4,8HGBH41JXMN109193,5/14/2017 6:46,5/14/2017 6:58,41.177659,-84.853612,Morning,12.04,11.26,86.07,56.11,11.86,26.44,12,10,15,6,48.27,0.73,0.8,High
2_109189_POL2005_1508185320_0005,2,4HGBH41JXMN109189,10/16/2017 20:22,10/16/2017 21:10,42.674813,-73.64845,Evening,48.08,43.73,73.35,54.57,0.51,11.54,6,4,2,4,62.2,0.6,0.48,Medium
2_109189_POL2005_1502882220_0006,2,4HGBH41JXMN109189,8/16/2017 11:17,8/16/2017 11:39,46.549584,-94.915332,Morning,22.3,17,67,45.74,3.51,12,8,2,3,3,61.25,0.53,0.45,Medium
2_109189_POL4014_1577094600_0007,2,4HGBH41JXMN109189,12/23/2019 9:50,12/23/2019 10:42,38.128174,-112.464686,Morning,52.01,49.21,68.33,56.77,15.51,6.65,3,4,3,5,70.48,0.54,0.44,Medium
2_109189_POL4014_1560945120_0008,2,4HGBH41JXMN109189,6/19/2019 11:52,6/19/2019 12:51,33.419252,-100.748714,Morning,59.28,56.64,72.02,57.33,14.17,5.38,6,3,5,5,59.31,0.5,0.55,Medium
2_109189_POL4014_1549340160_0009,2,4HGBH41JXMN109189,2/5/2019 4:16,2/5/2019 4:42,28.348426,-88.817177,Night,26.68,21.92,77.54,49.29,1.57,5.69,4,6,5,5,63.75,0.47,0.47,Medium
2_109189_POL4014_1576344900_0010,2,4HGBH41JXMN109189,12/14/2019 17:35,12/14/2019 17:55,46.295867,-117.007735,Evening,20.83,19.68,74.24,56.68,18.99,9.54,8,2,5,4,64.37,0.41,0.58,Medium
2_109189_POL4014_1563280860_0011,2,4HGBH41JXMN109189,7/16/2019 12:41,7/16/2019 13:28,38.882332,-80.443533,Afternoon,47.73,37.28,70.22,46.86,7.33,8.36,3,4,6,6,63.76,0.53,0.49,Medium
2_109189_POL4016_1622193780_0012,2,4HGBH41JXMN109189,5/28/2021 9:23,5/28/2021 10:18,37.955386,-110.204711,Morning,55.1,50.27,73.16,54.74,9.17,7.61,4,5,3,6,70.11,0.63,0.47,Medium
2_109189_POL4016_1621237860_0013,2,4HGBH41JXMN109189,5/17/2021 7:51,5/17/2021 8:32,46.34031,-85.316158,Morning,41.17,35.46,65.46,51.68,11.61,14.92,5,4,6,4,70.7,0.62,0.59,Medium
2_109189_POL4016_1614690960_0014,2,4HGBH41JXMN109189,3/2/2021 13:16,3/2/2021 14:04,38.97544,-82.153563,Afternoon,48.09,46.87,75.61,58.48,9.81,5.04,8,2,3,2,60.8,0.39,0.58,Medium
2_109189_POL4016_1637601360_0015,2,4HGBH41JXMN109189,11/22/2021 17:16,11/22/2021 17:59,33.467776,-120.032745,Evening,43.43,34.87,79.85,48.17,14.33,9.03,5,6,3,2,60.86,0.6,0.51,Medium
2_109189_POL4018_1689087300_0016,2,4HGBH41JXMN109189,7/11/2023 14:55,7/11/2023 15:39,29.796463,-70.851336,Afternoon,44.31,37.68,72.97,51.02,15.33,10.78,5,7,3,2,59.14,0.58,0.4,Medium
2_109189_POL4018_1680054120_0017,2,4HGBH41JXMN109189,3/29/2023 1:42,3/29/2023 2:22,38.837878,-117.887135,Night,40.13,31.01,71.02,46.36,11.17,7.82,6,6,3,5,55.16,0.5,0.48,Medium
2_109189_POL4020_1748614860_0018,2,4HGBH41JXMN109189,5/30/2025 14:21,5/30/2025 14:51,45.305261,-102.083011,Afternoon,30.06,28.6,66.36,57.09,0.45,9.3,5,3,6,3,55.42,0.45,0.37,Medium
2_109189_POL4020_1743775680_0019,2,4HGBH41JXMN109189,4/4/2025 14:08,4/4/2025 14:57,29.735105,-86.371787,Afternoon,49.21,48.91,78.87,59.63,11.95,12.91,7,4,6,6,55.58,0.56,0.59,Medium
2_109189_POL4020_1738526160_0020,2,4HGBH41JXMN109189,2/2/2025 19:56,2/2/2025 20:10,45.691131,-111.611992,Evening,14.22,11.31,73.17,47.72,11.59,5.85,8,4,2,2,74.67,0.55,0.39,Medium
2_109189_POL4020_1761536340_0021,2,4HGBH41JXMN109189,10/27/2025 3:39,10/27/2025 4:34,33.569884,-81.170017,Night,55.39,52.14,69.93,56.48,19,12.47,6,4,2,2,74.73,0.63,0.5,Medium
2_109189_POL4020_1751710980_0022,2,4HGBH41JXMN109189,7/5/2025 10:23,7/5/2025 11:02,42.779476,-94.797563,Morning,39.06,30.68,79.86,47.13,18.2,8.27,8,3,3,4,69.3,0.62,0.35,Medium
3_109190_POL4021_1456153140_0001,3,5HGBH41JXMN109190,2/22/2016 14:59,2/22/2016 15:45,39.705228,-66.504494,Afternoon,46.8,38.59,62.6,49.47,2.74,1.85,1,0,2,0,84.06,0.29,0.22,Low
3_109190_POL4021_1476478500_0002,3,5HGBH41JXMN109190,10/14/2016 20:55,10/14/2016 21:25,28.193058,-92.563054,Evening,30.35,22.96,63.72,45.4,7.73,2.19,1,1,0,1,88.22,0.16,0.24,Low
3_109190_POL4021_1459230240_0003,3,5HGBH41JXMN109190,3/29/2016 5:44,3/29/2016 6:15,47.899229,-111.589329,Morning,31.08,16.57,56.31,31.99,17.82,2.69,0,1,1,1,82.22,0.18,0.27,Low
3_109190_POL4021_1455572100_0004,3,5HGBH41JXMN109190,2/15/2016 21:35,2/15/2016 21:50,28.714533,-77.209839,Night,15.27,8.7,47.52,34.2,19.72,0.56,0,0,1,2,99.92,0.14,0.25,Low
3_109190_POL2007_1473909060_0005,3,5HGBH41JXMN109190,9/15/2016 3:11,9/15/2016 3:35,39.679345,-111.209642,Night,24.33,16.72,63.74,41.23,1.89,4.62,0,2,1,1,98.43,0.15,0.13,Low
3_109190_POL2007_1460053260_0006,3,5HGBH41JXMN109190,4/7/2016 18:21,4/7/2016 19:00,26.855837,-82.738761,Evening,39.03,21.42,46.29,32.93,14.43,4.95,3,2,2,1,89.61,0.18,0.23,Low
3_109190_POL4023_1540623780_0007,3,5HGBH41JXMN109190,10/27/2018 7:03,10/27/2018 8:01,45.489142,-110.854056,Morning,58.94,35.8,48.8,36.44,7.08,0.03,2,2,1,1,91.23,0.27,0.22,Low
3_109190_POL4023_1545755220_0008,3,5HGBH41JXMN109190,12/25/2018 16:27,12/25/2018 17:20,43.290783,-74.902586,Afternoon,53.97,42.87,62.85,47.66,19.4,3.43,2,0,1,1,93.1,0.14,0.3,Low
3_109190_POL4023_1540017120_0009,3,5HGBH41JXMN109190,10/20/2018 6:32,10/20/2018 7:06,33.167737,-86.798236,Morning,34.57,24.22,52.95,42.04,14.71,0.39,0,1,1,2,96.9,0.2,0.18,Low
3_109190_POL4023_1522986240_0010,3,5HGBH41JXMN109190,4/6/2018 3:44,4/6/2018 4:07,38.706384,-107.389178,Night,23.36,18.05,58.71,46.36,13.15,2.25,0,2,0,2,98.58,0.21,0.26,Low
3_109190_POL4023_1544262840_0011,3,5HGBH41JXMN109190,12/8/2018 9:54,12/8/2018 10:45,47.416928,-111.644589,Morning,51.84,35.15,51.04,40.68,13.42,1.79,3,0,1,2,95.75,0.24,0.16,Low
3_109190_POL2009_1578048000_0012,3,5HGBH41JXMN109190,1/3/2020 10:40,1/3/2020 11:18,34.244567,-116.335009,Morning,38.94,30.91,56.3,47.62,0.28,1.43,3,1,2,2,93.86,0.22,0.14,Low
3_109190_POL2009_1575450540_0013,3,5HGBH41JXMN109190,12/4/2019 9:09,12/4/2019 9:18,39.212906,-102.993668,Morning,9.2,5.71,59.14,37.25,17.6,4.56,3,2,0,0,90.4,0.17,0.2,Low
3_109190_POL2009_1572779580_0014,3,5HGBH41JXMN109190,11/3/2019 11:13,11/3/2019 11:29,42.431336,-74.222109,Morning,16.23,13.1,49.01,48.42,14.51,0.23,2,0,0,1,89.34,0.13,0.17,Low
3_109190_POL2009_1554550620_0015,3,5HGBH41JXMN109190,4/6/2019 11:37,4/6/2019 12:30,44.987917,-123.417201,Morning,53.83,37.76,60.47,42.09,10.18,4.06,2,0,2,1,94.44,0.21,0.13,Low
3_109190_POL2009_1553957100_0016,3,5HGBH41JXMN109190,3/30/2019 14:45,3/30/2019 15:10,38.814391,-108.044057,Afternoon,25.9,17.87,50.77,41.39,8.79,2.85,2,1,0,0,97.17,0.24,0.27,Low
3_109190_POL4025_1590035520_0017,3,5HGBH41JXMN109190,5/21/2020 4:32,5/21/2020 5:06,26.453828,-84.197696,Night,34.49,25.06,59.48,43.6,10.7,2.34,2,0,1,1,92.83,0.1,0.17,Low
3_109190_POL4025_1585060380_0018,3,5HGBH41JXMN109190,3/24/2020 14:33,3/24/2020 15:16,26.691746,-69.748111,Afternoon,43.44,23.78,51.46,32.85,2.2,4,1,2,1,2,98.18,0.28,0.23,Low
3_109190_POL4025_1578326280_0019,3,5HGBH41JXMN109190,1/6/2020 15:58,1/6/2020 16:32,35.881164,-94.601029,Afternoon,34.35,26.42,52.58,46.14,1.29,1.2,3,1,1,2,85,0.14,0.12,Low
3_109190_POL4025_1590575700_0020,3,5HGBH41JXMN109190,5/27/2020 10:35,5/27/2020 11:32,27.063203,-68.329893,Morning,57.53,42.39,52.25,44.21,4.96,2.07,1,1,1,1,92.17,0.17,0.2,Low
3_109190_POL4027_1662565260_0021,3,5HGBH41JXMN109190,9/7/2022 15:41,9/7/2022 16:17,35.768553,-116.732334,Afternoon,36.33,27.85,59.68,45.99,10.78,3.18,3,0,2,1,90.64,0.13,0.1,Low
3_109190_POL4027_1650066540_0022,3,5HGBH41JXMN109190,4/15/2022 23:49,4/16/2022 0:28,26.840063,-101.374437,Night,39.76,20.59,58.06,31.07,7.7,0.93,3,2,1,0,89.52,0.22,0.1,Low
3_109190_POL4027_1660110780_0023,3,5HGBH41JXMN109190,8/10/2022 5:53,8/10/2022 6:43,32.212871,-119.256624,Morning,50.66,38.03,48.21,45.04,8.35,0.67,2,0,1,2,81.6,0.11,0.17,Low
3_109190_POL4027_1670585640_0024,3,5HGBH41JXMN109190,12/9/2022 11:34,12/9/2022 12:33,28.663043,-91.504435,Morning,59.14,48.6,61.36,49.31,15.01,1.57,0,2,1,0,89.04,0.28,0.24,Low
3_109190_POL4027_1641096600_0025,3,5HGBH41JXMN109190,1/2/2022 4:10,1/2/2022 5:02,34.191557,-123.852509,Night,52.86,34.01,51.98,38.6,13.91,0.21,1,2,1,1,89.24,0.17,0.22,Low
3_109190_POL4029_1733049720_0026,3,5HGBH41JXMN109190,12/1/2024 10:42,12/1/2024 10:56,35.621031,-69.783982,Morning,14.52,11.64,48.48,48.09,1.64,3.04,3,1,0,0,82.34,0.28,0.11,Low
3_109190_POL4029_1723535460_0027,3,5HGBH41JXMN109190,8/13/2024 7:51,8/13/2024 8:15,35.441537,-69.797084,Morning,24.73,19.98,49.77,48.47,1.99,2.54,3,2,0,2,98.92,0.17,0.17,Low
3_109190_POL4029_1727973660_0028,3,5HGBH41JXMN109190,10/3/2024 16:41,10/3/2024 17:15,33.447264,-112.487228,Afternoon,34.1,19.36,57.09,34.07,16.55,1.67,2,1,2,1,98.85,0.24,0.24,Low
3_109190_POL4029_1712161680_0029,3,5HGBH41JXMN109190,4/3/2024 16:28,4/3/2024 17:21,31.446199,-77.788286,Afternoon,53.02,32.43,62.44,36.7,19.06,3.15,1,2,2,2,88.56,0.13,0.12,Low
3_109190_POL4029_1717893960_0030,3,5HGBH41JXMN109190,6/9/2024 0:46,6/9/2024 1:31,35.487845,-76.499172,Night,45.9,22.97,63.5,30.03,3.08,3.25,2,0,1,2,93.98,0.22,0.29,Low
2_109188_POL2004_1460506560_0001,2,3HGBH41JXMN109188,4/13/2016 0:16,4/13/2016 1:05,36.333519,-98.034617,Night,49.11,37.39,74.48,45.68,2.53,6.28,8,3,2,3,59.23,0.58,0.56,Medium
2_109188_POL2004_1447388460_0002,2,3HGBH41JXMN109188,11/13/2015 4:21,11/13/2015 4:51,39.871582,-78.646602,Night,30.37,25.21,68.29,49.8,17.09,12.55,6,5,3,5,71.81,0.46,0.52,Medium
2_109188_POL2004_1441198320_0003,2,3HGBH41JXMN109188,9/2/2015 12:52,9/2/2015 13:36,31.60823,-94.029543,Afternoon,44.07,38.3,72.92,52.14,6.56,7.99,7,4,4,4,64.52,0.41,0.36,Medium
2_109188_POL2004_1459743600_0004,2,3HGBH41JXMN109188,4/4/2016 4:20,4/4/2016 4:49,25.644808,-109.103774,Night,29.33,23.86,71.15,48.81,18.57,7.3,6,4,6,4,71.47,0.43,0.41,Medium
2_109188_POL2004_1441067820_0005,2,3HGBH41JXMN109188,9/1/2015 0:37,9/1/2015 1:17,40.750775,-122.642632,Night,40.08,33.63,76.11,50.34,7.44,7.54,5,6,6,5,73.94,0.61,0.39,Medium
2_109188_POL4011_1482197880_0006,2,3HGBH41JXMN109188,12/20/2016 1:38,12/20/2016 2:12,26.964041,-117.372466,Night,34.8,30.71,75.66,52.95,1.46,12.24,6,3,6,3,73.95,0.65,0.48,Medium
2_109188_POL4011_1465897020_0007,2,3HGBH41JXMN109188,6/14/2016 9:37,6/14/2016 10:13,47.127911,-99.824627,Morning,36.48,31.61,69.48,51.99,8.06,8.43,8,3,5,5,60.57,0.49,0.36,Medium
2_109188_POL4011_1457299140_0008,2,3HGBH41JXMN109188,3/6/2016 21:19,3/6/2016 21:25,38.253779,-73.840887,Night,6.36,5.77,66.64,54.47,16.64,11.21,6,6,6,5,67.98,0.61,0.39,Medium
2_109188_POL4013_1520131260_0009,2,3HGBH41JXMN109188,3/4/2018 2:41,3/4/2018 3:21,44.338353,-84.765811,Night,40.55,30.48,67.93,45.1,16.42,7.48,7,4,6,2,56.92,0.61,0.61,Medium
2_109188_POL4013_1528063260_0010,2,3HGBH41JXMN109188,6/3/2018 22:01,6/3/2018 22:37,31.760707,-82.938639,Night,36.16,29.81,75.36,49.46,19.47,10.04,6,6,3,5,57.17,0.53,0.51,Medium
2_109188_POL4013_1519312200_0011,2,3HGBH41JXMN109188,2/22/2018 15:10,2/22/2018 16:00,29.492008,-107.715556,Afternoon,50.37,46.52,77.08,55.41,9.66,10.03,4,7,4,2,65.61,0.49,0.51,Medium
2_109188_POL2006_1557438360_0012,2,3HGBH41JXMN109188,5/9/2019 21:46,5/9/2019 22:31,36.615828,-87.743454,Night,45.82,40.64,78.96,53.22,5.88,14.6,6,5,5,4,59.5,0.38,0.57,Medium
2_109188_POL2006_1555526100_0013,2,3HGBH41JXMN109188,4/17/2019 18:35,4/17/2019 19:02,26.91902,-69.622407,Evening,27.12,24.22,74.76,53.59,9.09,13.7,3,7,6,6,62.85,0.47,0.36,Medium
2_109188_POL2006_1533694020_0014,2,3HGBH41JXMN109188,8/8/2018 2:07,8/8/2018 2:52,30.234821,-93.593168,Night,45.31,36.32,79.3,48.09,16.37,5.82,7,4,2,2,61.08,0.47,0.59,Medium
2_109188_POL2006_1532236320_0015,2,3HGBH41JXMN109188,7/22/2018 5:12,7/22/2018 6:03,30.416833,-107.700893,Morning,51.61,41.14,68.71,47.83,0.57,8.93,8,3,3,2,72.22,0.39,0.48,Medium
2_109188_POL4015_1608502680_0016,2,3HGBH41JXMN109188,12/20/2020 22:18,12/20/2020 22:55,43.061049,-87.794624,Night,37.68,34.01,70.43,54.16,17.81,13.44,7,7,3,2,69.73,0.61,0.38,Medium
2_109188_POL4015_1593996900_0017,2,3HGBH41JXMN109188,7/6/2020 0:55,7/6/2020 1:04,43.10208,-78.778811,Night,9.81,7.37,73.85,45.1,6.26,12.97,8,2,2,5,59.82,0.5,0.58,Medium
2_109188_POL4017_1658120160_0018,2,3HGBH41JXMN109188,7/18/2022 4:56,7/18/2022 5:54,46.417461,-111.313434,Night,58.51,55.88,74.45,57.3,13.44,10.38,4,6,3,3,66.77,0.4,0.51,Medium
2_109188_POL4017_1650748380_0019,2,3HGBH41JXMN109188,4/23/2022 21:13,4/23/2022 22:06,34.218549,-88.503826,Night,53.18,46.43,66.53,52.38,9.07,8.27,8,2,5,3,72.11,0.42,0.47,Medium
2_109188_POL4019_1723032540_0020,2,3HGBH41JXMN109188,8/7/2024 12:09,8/7/2024 12:40,29.551691,-66.286632,Afternoon,31.23,25.22,79.52,48.45,9.18,14.02,6,4,4,4,63.35,0.59,0.62,Medium
2_109188_POL4019_1732299420_0021,2,3HGBH41JXMN109188,11/22/2024 18:17,11/22/2024 19:02,30.192157,-93.764619,Evening,45.47,42.4,70.93,55.95,15.3,9.41,5,3,2,3,64.13,0.6,0.4,Medium
2_109188_POL4019_1725276600_0022,2,3HGBH41JXMN109188,9/2/2024 11:30,9/2/2024 11:40,30.72524,-108.552262,Morning,10.91,10.7,65.28,58.82,12.84,10.03,8,3,2,4,62.18,0.53,0.41,Medium
2_109189_POL4012_1501766520_0001,2,4HGBH41JXMN109189,8/3/2017 13:22,8/3/2017 13:32,33.289073,-94.027158,Afternoon,10.12,9.02,79.6,53.46,1.04,6.61,5,4,3,3,62.36,0.44,0.64,Medium
2_109189_POL4012_1487603520_0002,2,4HGBH41JXMN109189,2/20/2017 15:12,2/20/2017 16:04,36.268536,-100.248065,Afternoon,52.99,42.29,77.99,47.89,12.23,8.32,7,7,6,3,65.41,0.38,0.43,Medium
2_109189_POL4012_1496512860_0003,2,4HGBH41JXMN109189,6/3/2017 18:01,6/3/2017 18:45,43.844694,-97.865216,Evening,44.23,33.2,67.76,45.04,5.78,7.64,3,6,4,3,66.95,0.45,0.47,Medium
2_109189_POL4012_1490347800_0004,2,4HGBH41JXMN109189,3/24/2017 9:30,3/24/2017 9:46,41.59235,-108.837197,Morning,16.24,12.18,71.46,45.01,15.49,8.09,5,5,2,4,57.75,0.42,0.53,Medium
1_109186_POL4001_1456987140_0001,1,1HGBH41JXMN109186,3/3/2016 6:39,3/3/2016 7:34,37.525009,-93.243592,Morning,55.14,52.98,99.66,57.65,14.34,25.82,12,15,12,12,25.69,0.84,0.9,High
1_109186_POL4001_1463421840_0002,1,1HGBH41JXMN109186,5/16/2016 18:04,5/16/2016 18:17,33.535319,-68.318808,Evening,13.91,12.91,81.33,55.68,2.69,29.15,16,18,9,9,41.3,0.72,0.89,High
1_109186_POL4003_1525816020_0003,1,1HGBH41JXMN109186,5/8/2018 21:47,5/8/2018 22:35,46.426741,-105.317259,Night,48.74,57.88,93.3,71.25,17.83,33.01,17,12,14,13,38.09,0.71,0.73,High
1_109186_POL4003_1525209240_0004,1,1HGBH41JXMN109186,5/1/2018 21:14,5/1/2018 21:19,44.814762,-65.693623,Night,5.06,6.22,87.55,73.72,6.91,39.23,11,17,8,6,33.93,0.7,0.71,High
1_109186_POL2003_1549284300_0005,1,1HGBH41JXMN109186,2/4/2019 12:45,2/4/2019 12:55,27.012889,-121.614464,Afternoon,10.64,10.05,97.98,56.69,0.99,25.16,14,12,13,8,40.75,0.77,0.83,High
1_109186_POL2003_1560827160_0006,1,1HGBH41JXMN109186,6/18/2019 3:06,6/18/2019 3:51,36.081289,-75.72846,Night,45.85,48.56,82.32,63.55,12.21,28.15,10,14,13,8,36.51,0.75,0.89,High
1_109186_POL4005_1585968480_0007,1,1HGBH41JXMN109186,4/4/2020 2:48,4/4/2020 3:45,26.236196,-91.276869,Night,57.06,60,99.12,63.09,13.84,24,10,14,14,9,31.04,0.92,0.9,High
1_109186_POL4005_1608247560_0008,1,1HGBH41JXMN109186,12/17/2020 23:26,12/18/2020 0:21,28.407427,-87.160841,Night,55.03,68.75,81.94,74.96,4.32,17.77,18,13,14,14,45.29,0.79,0.92,High
1_109186_POL4005_1579546620_0009,1,1HGBH41JXMN109186,1/20/2020 18:57,1/20/2020 19:41,30.309103,-99.61834,Evening,44.06,42.42,97.84,57.76,0.25,22.63,12,17,9,12,47.79,0.86,0.7,High
1_109186_POL4007_1669294740_0010,1,1HGBH41JXMN109186,11/24/2022 12:59,11/24/2022 13:50,40.121471,-107.244715,Afternoon,51.5,61.42,91.65,71.56,5.24,19.55,12,14,8,12,42.96,0.9,0.87,High
1_109186_POL4007_1660899780_0011,1,1HGBH41JXMN109186,8/19/2022 9:03,8/19/2022 9:34,39.558687,-100.226204,Morning,31.98,36.52,85.67,68.52,1.85,32.65,10,10,11,6,29.3,0.9,0.72,High
1_109186_POL4007_1670825400_0012,1,1HGBH41JXMN109186,12/12/2022 6:10,12/12/2022 6:58,36.168772,-109.056408,Morning,48.38,53.68,100.11,66.57,11.37,38.13,15,7,12,6,34.1,0.74,0.85,High
1_109186_POL4007_1647859380_0013,1,1HGBH41JXMN109186,3/21/2022 10:43,3/21/2022 11:24,34.391432,-122.057382,Morning,41.22,38.83,91.1,56.52,12.02,37.55,12,11,12,7,47.1,0.91,0.86,High
1_109186_POL4009_1730453280_0014,1,1HGBH41JXMN109186,11/1/2024 9:28,11/1/2024 9:52,41.147667,-119.249005,Morning,24.2,24.31,90.42,60.28,1.29,16.46,19,16,5,8,23.71,0.89,0.87,High
1_109186_POL4009_1722573300_0015,1,1HGBH41JXMN109186,8/2/2024 4:35,8/2/2024 5:15,40.616467,-93.454517,Night,40.45,40.71,80.36,60.39,16.91,26.27,12,8,15,7,22.33,0.9,0.87,High
1_109186_POL4009_1705552920_0016,1,1HGBH41JXMN109186,1/18/2024 4:42,1/18/2024 5:37,34.056247,-88.472994,Night,55.17,54.06,99.68,58.79,6.85,34.24,17,18,8,6,30.21,0.79,0.9,High
1_109186_POL4009_1704564720_0017,1,1HGBH41JXMN109186,1/6/2024 18:12,1/6/2024 19:00,26.733398,-115.849694,Evening,48.97,57.83,85.28,70.86,14.91,39.83,11,14,6,7,22.9,0.92,0.8,High
1_109187_POL4002_1505087280_0001,1,2HGBH41JXMN109187,9/10/2017 23:48,9/11/2017 0:22,40.731729,-89.732886,Night,34.04,41.95,107.61,73.95,16.47,16.14,19,6,15,6,28.54,0.94,0.9,High
1_109187_POL4002_1510863720_0002,1,2HGBH41JXMN109187,11/16/2017 20:22,11/16/2017 20:38,45.984497,-85.036443,Evening,16.57,17.96,107.6,65.03,0.32,34.56,19,15,8,12,46.99,0.85,0.93,High
1_109187_POL4002_1511220060_0003,1,2HGBH41JXMN109187,11/20/2017 23:21,11/21/2017 0:13,41.5385,-81.155935,Night,52.24,53.18,96.55,61.08,16.93,17.82,10,6,13,9,31.52,0.74,0.91,High
1_109187_POL4004_1552836180_0004,1,2HGBH41JXMN109187,3/17/2019 15:23,3/17/2019 16:20,44.958565,-107.672484,Afternoon,57.75,58.39,92.18,60.66,2.55,16.54,16,16,15,11,31.7,0.92,0.92,High
1_109187_POL4004_1561913880_0005,1,2HGBH41JXMN109187,6/30/2019 16:58,6/30/2019 17:53,31.939928,-112.971547,Afternoon,55.19,58.58,101.55,63.69,0.04,38.89,9,11,14,15,41.22,0.93,0.73,High
1_109187_POL4004_1558607460_0006,1,2HGBH41JXMN109187,5/23/2019 10:31,5/23/2019 10:56,44.806327,-102.722194,Morning,25.39,29.66,90.88,70.1,16.48,16.7,12,18,7,9,48.59,0.8,0.71,High
1_109187_POL4006_1613121900_0007,1,2HGBH41JXMN109187,2/12/2021 9:25,2/12/2021 9:55,25.894637,-100.50919,Morning,30.21,28.44,99.15,56.48,18.58,35.62,12,12,5,13,33.97,0.72,0.72,High
1_109187_POL4006_1609935180_0008,1,2HGBH41JXMN109187,1/6/2021 12:13,1/6/2021 12:46,31.850544,-87.081819,Afternoon,33.18,40.47,108.25,73.18,7.19,30.83,15,10,14,12,21.01,0.72,0.83,High
1_109187_POL4006_1629375240_0009,1,2HGBH41JXMN109187,8/19/2021 12:14,8/19/2021 12:25,33.308762,-84.953813,Afternoon,11.3,10.82,101.03,57.47,6.16,16.51,11,14,10,5,42.23,0.76,0.93,High
1_109187_POL4006_1635188340_0010,1,2HGBH41JXMN109187,10/25/2021 18:59,10/25/2021 19:21,32.886832,-93.912593,Evening,22.2,27.48,96.75,74.26,19.94,32.96,18,13,14,10,20.54,0.78,0.86,High
1_109187_POL4006_1615273380_0011,1,2HGBH41JXMN109187,3/9/2021 7:03,3/9/2021 7:49,26.776327,-80.276112,Morning,46.09,53.33,91.02,69.42,8.8,31.48,15,9,15,14,26.06,0.87,0.88,High
1_109187_POL4008_1675546740_0012,1,2HGBH41JXMN109187,2/4/2023 21:39,2/4/2023 22:30,40.794397,-96.687332,Night,51.97,62.26,95.22,71.88,10.64,24.79,18,13,6,8,28.32,0.92,0.83,High
1_109187_POL4008_1678135620_0013,1,2HGBH41JXMN109187,3/6/2023 20:47,3/6/2023 21:40,45.381175,-72.202546,Evening,53.82,51.03,89.57,56.89,13.3,39.74,8,6,7,14,31.77,0.8,0.83,High
1_109187_POL4008_1683802680_0014,1,2HGBH41JXMN109187,5/11/2023 10:58,5/11/2023 11:43,30.732942,-112.941963,Morning,45.42,49.17,107.07,64.95,1.07,30.69,12,16,8,8,42.1,0.94,0.94,High
1_109187_POL4008_1672862520_0015,1,2HGBH41JXMN109187,1/4/2023 20:02,1/4/2023 20:27,40.589298,-66.329549,Evening,25.25,26.3,80.36,62.5,16.65,36.07,13,17,13,5,38.99,0.85,0.74,High
1_109187_POL4008_1701456060_0016,1,2HGBH41JXMN109187,12/1/2023 18:41,12/1/2023 19:01,26.92022,-84.14823,Evening,20.27,18.73,80,55.43,5.87,32.3,10,12,11,8,35.64,0.78,0.75,High
1_109187_POL4010_1764638520_0017,1,2HGBH41JXMN109187,12/2/2025 1:22,12/2/2025 2:09,32.211447,-91.816638,Night,47.1,44.34,105.33,56.48,19.84,35.65,18,8,13,5,40.16,0.72,0.79,High
1_109187_POL4010_1752239640_0018,1,2HGBH41JXMN109187,7/11/2025 13:14,7/11/2025 13:40,25.425283,-74.413809,Afternoon,26.49,27.68,95.21,62.69,19.07,21.89,17,9,9,13,32.96,0.86,0.84,High
1_109187_POL4010_1754905200_0019,1,2HGBH41JXMN109187,8/11/2025 9:40,8/11/2025 10:14,37.693968,-100.460053,Morning,34.65,41.11,106.62,71.19,16.49,32.05,8,13,12,10,47.15,0.71,0.8,High
1_109187_POL4010_1767037260_0020,1,2HGBH41JXMN109187,12/29/2025 19:41,12/29/2025 19:58,39.339317,-67.432859,Evening,17.67,19.9,91.67,67.57,19,22.84,19,14,15,13,37.46,0.87,0.84,High
53_109290_POL4051_1535047200_0006,53,105HGBH41JXMN109290,8/23/2018 18:00,8/23/2018 18:16,34.837697,-93.598046,Evening,16.41,13.7,76.29,50.08,1.74,6.62,3,3,5,5,64.75,0.37,0.5,Medium
53_109290_POL4051_1537580580_0007,53,105HGBH41JXMN109290,9/22/2018 1:43,9/22/2018 2:12,26.048814,-106.333487,Night,29.01,24.48,71.54,50.63,12.47,9.24,3,2,3,4,61.4,0.47,0.62,Medium
53_109290_POL4051_1531335240_0008,53,105HGBH41JXMN109290,7/11/2018 18:54,7/11/2018 19:16,32.813506,-89.569497,Evening,22.98,20.7,66.53,54.05,1.62,7.97,7,4,5,3,68.82,0.44,0.47,Medium
53_109290_POL4051_1543433880_0009,53,105HGBH41JXMN109290,11/28/2018 19:38,11/28/2018 20:30,40.01568,-101.361174,Evening,52.47,43.1,71.2,49.28,6.57,13.47,5,6,3,3,58.14,0.43,0.51,Medium
53_109290_POL4051_1537888740_0010,53,105HGBH41JXMN109290,9/25/2018 15:19,9/25/2018 15:28,40.772696,-73.825732,Afternoon,9.64,9.07,68.62,56.45,0.66,9.72,6,6,3,3,71.37,0.53,0.41,Medium
